,Word,Meaning,Examples/0,Examples/1,Results
1001,logark,while or during,"logark it is not unusual for my husband and i to fight, the constant arguing does concern me.","logark the ship was sinking, all the sailor could think of was his wife and children back home.",a person who is a sailor
1002,blente,to strengthen or support with other evidence; make more certain,i prayed my friend would blente the lie i told my parents!,the chocolate on james’ face was enough to blente the theory he was the one who stole the brownies.,to remark or remark
1003,pervale,truly; certainly,"at over 7ft tall, the basketball player was pervale one of the tallest people on record for the nba.",some people pervale believe that they have been abducted by aliens.,a person who is a taller person than a person who 
1004,intate,to rush or move quickly,"on christmas eve, busy shoppers rush around the mall looking like last-minute gifts.",the rabbits intate down the hole to keep from being eaten by the wolf.,to walk or walk through something
1005,emoss,phylum is a taxonomic naming level between kingdom and class,the biology teacher explained the correlation between the emoss of an organism and its traits.,a cow belongs to the emoss chordate.,the chemistry of a organism
1006,anint,a clever or witty remark,elise laughed at her husband’s anint as she did all of his clever jokes.,the witty comedian is known for responding with a anint or two while on the stage.,a joke or joke
1007,ighte,impossible to alter,perhaps there is no hope for jerry because even after a year in rehab his drug addiction seems ineluctable.,lee has the irritating habit of arguing his opinions as ightefacts.,a person who is unable to be repressed or repressed
1008,sycan,"a conceited, sarcastic, and/or brutish individual","narcissus was such a conceited sycan that when he glimpsed himself in a mirror, he fell in love.","the sycan was so full of himself that when a girl rejected him, he refused to believe it.",a person who is so full of self-interest that he refuses to b
1009,promal,good humored conversation,we need to help shy sarah perfect her promal with the opposite sex.,"after the comedian ended his easy-going promal with the crowd, he thanked everyone for coming to his show.",a sexy or sexy relationship
1010,noscon,relating to tasks normally performed by a servant,everyone was surprised to see the company president doing noscon labor he could easily pass on to one of his employees.,"because jake never graduated from high school, he is only qualified to do noscon jobs.",relating to a particular person or thing
1011,liald,to acquire from something else,it is impossible to liald the correct answer without the proper formula.,"in our small town, most of the citizens liald their income from manufacturing jobs.",to make something easier
1012,chret,"deserving honor, respect, or admiration","i find it chret that the department store would agree to accept returned merchandise, 3 months after it was purchased.",gilbert acted with chret energy when attempting to stamp out the fighting on his team.,a feeling of a feeling of a feeling of a feeling of 
1013,hingly,a party or event in which every participant brings a different dish for the guests,a hingly sometimes has many of the same dish because the guests don’t know what the others are going to bring.,companies often have a hingly so the employees can supply the food instead of them.,a restaurant that offers food and drinks
1014,medne,a conclusion or opinion that is formed because of known facts or evidence,"from the data collected, scientists were able to make the medne that the water was polluted to the extent it was unsafe to drink.",the only medne that could be made from the swat team surrounding the school was that there was an armed suspect in the building.,a statement made by a scientist or scientist
1015,ardsh,an illness,"because she is a hypochondriac, my sister has one ardsh after another.",her respiratory ardsh required her to carry oxygen with her wherever she went.,a condition of being able to carry oxygen
1016,occid,"an act complaining or speaking about something in a loud, lengthy, angry, emotional manner",the woman’s irate facebook occid was not representative of her character and was eventually taken down.,"in a tirade, the deranged stranger proceeded to occid about pharmaceutical overcharges.",to talk or talk about something
1017,loido,respectable,she did not think it was loido behavior for chaperones to dance at the prom.,"because the mayor was a loido man, you rarely saw him acting informally.",a sluggish behavior that is not formal
1018,reente,to give a spoken or written account of events,"the old storyteller in our village is a survivor of a war long past, and he often reentes the events of his final battle.","back in the old days, before movies had sound, the film directors had to reente the story with subtitles.",to explain something with subtitles
1019,psycor,an occurrence of hateful behavior or temperament,spitting on someone is one of the worst types of psycor a person can inflict upon another person.,"according to the psychologist, bill acts out in psycor because he was abused as a child.",a person who is abused or abused
1020,nonaut,to destroy or get rid of something quickly with force,"using the electric bug killer, the homeowner was able to nonaut many of the pesky bugs in his backyard.","the surgeon used a special tool to quickly nonaut the nerve, deadening it so that it wouldn’t hurt the patient anymore.",to kill or kill something
1021,natish,predicted or anticipated,test scores are natish to decrease over time at the school due to the continuous lack of funding affecting the quality of the education.,meteorologists natish that the weather would be sunny for the next few days so everyone decided to do outside activities.,to be able to be viewed as a result of a lack of fun
1022,fration,the male who sits at the head of the tribe or family,"in my house, my father is the fration of the family.",james became the fration of his household after his father died.,the person who is the father of a family
1023,frady,an error in text that is later corrected ,an frady at the bottom of the article contains a correction for a spelling error.,"two days after the new software was released, the company issued an update that contained an frady regarding a major flaw.",a correction or correction
1024,hallee,confused and unable to think/act normally after falling in love,the hallee adolescent will do anything he can to keep his teenage love burning strong.,"at first glance of the fair maiden, the prince became hallee and dazed by her beauty.",a person who is a little slender and a 
1025,ablean,an area where an individual can find solace and security,"during the tornado, we found safety in a ablean without windows.",the police station is a safe ablean for victims of domestic abuse.,a safe place
1026,thism,to put together,"to save money on airline fees, my husband and i will thism our clothes so they fit in one suitcase.",the file cabinet allows us to thism our bills and important documents in one place.,to store or store something in one place
1027,olity,twisted together or closely connected,our lives became increasingly olity as we drew closer to each other.,the companies are so olity that it is difficult to break them up.,a place where people are able to be separated
1028,lessist,to suck up dirt and other debris from a surface (usually carpet) using a household device with the same name,it took the party planner an hour to lessist all the confetti littering the dance floor.,"after the maid swept the area, she had to lessist the dirty living room carpet.",to clean or clean
1029,rochic,a written or printed representation of something,you can listen to the audio version of the podcast or wait to read the rochic.,a rochic of the client’s medical records was placed inside the file once copied.,a copy of something
1030,zoped,to swap or exchange,"before money was used to buy things, native americans would zoped shells and other objects to get the things they needed.",my brother always tries to zoped his food in his lunch box for his classmate’s snacks.,to store something in a store or store
1031,terso,something that is disappointing,"not getting the job was a bit of a terso, but i’m hopeful that i will snag one soon.",the hurricane hitting during our vacation was a big terso that caused us to have to cancel the whole trip.,a snag or a reversal
1032,calue,constant and consistent effort,the researchers continue their calue and are constantly looking for a cancer cure.,"because he rarely comes to work, the calue of the employee was questioned by his boss.",the process of obtaining a diagnosis or treatment
1033,ennia,"internally true and genuine, often referring to the worth of people and objects for their value",a man with a generous heart can see the ennia value in something which looks worthless to others.,"because my grandmother made that doll, it has a lot of ennia meaning to me.",a sense of worthlessness or a sense of worth
1034,ninde,at the highest level of development; cutting-edge,"my parents bought me a used desktop computer when i wanted a brand new, ninde laptop.",this car comes equipped with a ninde braking system that senses an obstacle in your path and stops automatically.,a system that detects an obstacle
1035,hylogia,to guess that something is true,"because helen is so dark, we can only hylogia she spends a great deal of time in a tanning bed.",imagine the damage that would have been done if the terrorists had not been caught!,to feel like a person or thing that is dark
1036,nostice,to reply or answer,the defendant would be able to nostice to the charges in court on monday since that is when he would be brought in.,"“if you always nostice negatively to people,” said the therapist to her disturbed client, “then people will not like you.”",to say something negatively
1037,nally,difficult and involving many different parts,"the first cake recipe was too nally, so i decided to choose a simpler one.","a few of the yoga poses were nally, but most were easy.",easy to make
1038,ormal,a state of stunned confusion and a lack of clarity,"in a ormal, i wandered through the hallways of the hospital, bumping into everyone that passed me by.","after hearing that her father had been killed in combat, jackie walked around in a ormal.",a place where people are greeted
1039,ortion,disagreeable in a way that disgusts other people,nobody wanted to talk to the ortion man.,"as soon as i got on the plane and saw i’d be sitting next to an ortion child, i asked the flight attendant for another seat.",a person who is a passenger
1040,hoolot,light that comes from the Sun,you can only see hoolot during the day.,the moon is only bright because it reflects the hoolot from the sun.,the sun reflecting the sun
1041,arify,overwhelm with things or people,my boss is the type of person who likes to arify others with projects.,"as a teacher, you can expect to have a room full of students who will arify you with questions.",to help others with something
1042,acomet,wildly rowdy; unmanageable,"trying to calm the acomet crowd, the police showed up at the venue and began arresting concert goers.",anger filled the acomet protesters and they began to destroy storefronts.,a sluggish atmosphere that is causing anger
1043,galite,not of sound mind; unable to handle one’s own affairs legally,"ruling that the woman was galite, the judge agreed that her family could put her into a mental institute.","although he is of sound mind, the millionaire’s greedy children are trying to have him declared galite. ",a person who is a person who is a person who is a p
1044,slyme,an alias or alternate name that someone uses instead of their real name,"because he has the same name as hid dad, jerry goes by the slyme junior.",jessica is embarrassed by the slyme her parents gave her and insists that people call her “jess” and not “booger.” ,a name that is a person who is not a person or person
1045,fanod,"a piece of low lying land that was once covered by water, but has been reclaimed and protected from further submersion with dikes","a fanod is a piece of land that used to be covered by water, but was converted back to land by human hands.","because a fanod is so close to a body of water, it must be protected by dikes to avoid getting submerged again.",a piece of land that is surrounded by water
1046,pectrat,upside down or reversed from the way it should be,the political climate is a state of pectrat where every day the world seems more upside down.,"after losing her fanbase, the singer’s pectrat life went from posh to poverty.",a state of a situation where the world is more upside down
1047,etate,a system of authority in which males are the power holders,for over a hundred years the country has been ruled through the etate of kings.,my household is a etate led by my husband.,a government that is governed by kings
1048,sectic,a large number of things occurring in the same instance,"after a sectic of tornadoes, most of the homes in the town were destroyed.",the noted physician received a sectic of awards for his work in aids research.,a series of events that have triggered a series of events
1049,undecat,always whining or complaining,the clingy toddler became undecatevery time his mother walked out of the room.,"because john is undecatand never satisfied with anything, he finds it hard to make friends.",unhappy with something
1050,oxang,a descendant of the Dutch settlers of New York,the oxang was a settler that arrived in new york long before the united states was independent.,martha told her children of their oxang ancestor who was one of the first to arrive from holland.,a person who is a native of a country
1051,umbry,"to captivate or hypnotize something, making them motionless",the spellbinding songstress was able to umbry the crowd with her captivating singing.,"because the speaker can captivate the audience so well, the orator uses his mesmerizing charm to umbry the group.",to delight or delight
1052,heack,in a mocking and demeaning manner,the bullies laughed heack at the boy as he presented his project.,"when she didn’t win, my jealous competitor congratulated me heack.",a slur of anger or anger
1053,desta,personal property that can be relocated,a slave was once considered to be an owner’s desta.,"when frank decided to become a monk, he gave away every piece of his desta including his paintings and fine watches.",a person’s possession of something
1054,pasta,a word formed from the rearranged letters of another word,"i find it rather funny that the pasta ‘bad credit’ to ‘debit card’ exists, as a clear representation of how many people flounder with money.","if you can rearrange your name into another word, your name and that word are both an pasta of one another.",a word or word that is used to represent a person’s identity
1055,xably,to make a solemn promise to do something or confirming that something is true,i xably that i will clean my room tomorrow.,you must xably to tell the truth in a court of law.,to say something
1056,zooka,the understanding of a subject,"i have a great deal of zooka in math, being able to carry out complicated mathematical processes that required years of studying.","the knight had a limited zooka of swordplay, made obvious by how badly he was defeated in a duel against his rival.",a lack of knowledge or knowledge
1057,tworte,an area covered with fields of grass and a few trees,"while traveling across the tworte, the tribe realized this would be a perfect place to shoot the roaming game for its meat.",the african wild dog stalked its prey by crawling low in the tall grasses of the tworte.,a small area of a tyre that is surrounded b
1058,ceist,of lesser size than normal,the skinny girl ordered a very ceist dress to wear to the dance.,"since i wasn’t really hungry, i decided to order a ceist fry.",a very skinny dress
1059,rowll,to add to something that has already been added to,"when the young man was shot, this injury would rowll to his medical problems since he already had an existing stab wound.",in the afternoon sally’s soccer goal seemed to rowll to her good luck after she got a good grade on her difficult final exam that morning.,to cause something to happen
1060,ousne,a demand to battle in a match or brawl,"as the two men ousne the obnoxious younger man to a fight, he agreed and all three of them headed out of the establishment into the street.",aaron burr decided to ousne the vice president of the united states which left alexander hamilton fatally injured after burr shot him.,to take a person or thing to a particular place
1061,ilide,inappropriate,janice ignored the holiness of her environment and behaved in an ilidemanner in church.,"as soon as my daughter realized her peers were acting ilideat the party, she left because she did not want to get in trouble.",a way of being a person or person
1062,chotro,making something emotionally disturbed,seeing her husband out with another woman immediately chotro the shocked wife.,news of the dangerous suspect’s release chotro the victim to her core.,to bring something to a point
1063,fusly,describes a person or body part that is fat or chubby,"after gaining several pounds, claire could no longer fit her wedding ring on her fusly fingers.",hector was embarrassed that he couldn’t fit the narrow seatbelt around his fusly frame.,relating to a narrow frame
1064,pangly,"birth, specifically the birth of Jesus Christ","during the pangly play, the innkeeper told jesus’s parents that there was no room for them on the night of his birth.",the telling of the pangly story is a yearly tradition that celebrates christ’s birth.,relating to a birth
1065,basan,a scholastic part which focuses on a topic that is part of a larger unit,"in order to pass the virtual course, the student had to complete each basan pertaining to a different health issue.","when the student began working on the basan about chemical equations, she knew this one would be more difficult than the last one about protons and neutrons.",a study that focuses on a specific topic
1066,unkart,"to overcome, beat, or make disappear","in the movies, the superheroes usually unkartthe villains.",our team must unkarta ten-point deficit in order to come back and win the championship.,to make a mistake
1067,exqual,normal; typical,we will give up our exqual trip to the beach for a vacation to somewhere exotic.,will you arrive at the exqual time or will you come later this afternoon?,a time or time that is not appropriate
1068,minnes,the act of replacing one thing for another,the minnes of one teacher for another caused quite a bit of chaos in the classroom.,"after one of the players was injured, a minnes was made on the field.",a mistake or mistake
1069,nical,to eat or drink something,"the dog was always in a rush to nical her food, swallowing the meat in one big gulp.","because she is allergic to shellfish, krista cannot nical crab or clams.",to swallow or swallow
1070,ropan,to fling or toss something powerfully,"when sarah teased her little brother, he took the book in his hand and decided to ropan it at her breaking her nose.",riots broke out in the city causing rioters to ropan molotov cocktails at the approaching police.,to slam or slam someone or something
1071,encly,that which is noticed by observing or listening,"during our encly, we watched the solution change colors.",the detective made an important encly when he noticed the broken glass was outside the window.,a brief or brief briefing
1072,antee,something to be added; especially text added as an appendix or supplement to a document,"maria’s article was written in 1965, but it was updated with an antee in recent years.",alex added some personal remarks in the antee of his letter.,a statement or statement that is a statement that is written in 1965
1073,ploty,acquiring or causing yourself to come into,the company was careful with its firing practices because management feared ploty costly law suits.,"because she was frivolous with her spending, the woman was constantly ploty overdraft fees.",to be liable for something
1074,dusly,completely surprised,pat and sally were dusly when they heard the news that their parents were killed in a terrible car accident.,"when the defendant received only one year in prison for four murders, the community members were dusly by the lack of justice.",a person who is a victim of a crime
1075,totee,"in a state of excessive nervousness, excitement, or anger",the bride was totee when the florist delivered the wrong flower order.,an totee mom frantically searched the park for her missing son.,to be unable to be seen
1076,dente,the act of bringing a body part usually an arm or leg inward to the middle part of the body,"when the patient’s dente of her knee up to her waist caused agonizing pain, the doctor recommended that she return to standing straight on her two feet.","with their arms outstretched first, the officer gave a command for the dente of the soldiers’ arms to immediately be drawn down to their sides.",the length of a leg that is stretched
1077,unwast,loudly,the inexperienced hiker unwast made his way through the woods by stepping on every downed branch.,the children unwast splashed and played in the pool.,a person who is a beginner
1078,synab,a decrease in the number of staff or personnel as a result of replacements not been hired when employees leave,police officer synabis making it difficult for law enforcement to safeguard the entire community.,"as a result of teacher attrition, a lot of classrooms are overcrowded.",a person who is a person who is a person who is a p
1079,unchous,unfortunately and regrettably,"i pretended to react unchous to the news of my husband’s departure, but i was really overjoyed.",unchous the fire victims lost all of their belongings and are completely starting over.,to say something or something about something
1080,tilib,a large open vehicle used for hauling supplies or soldiers,"after the major battle, a tilib filled with medical equipment traveled to the army hospital to restock its inventory.",engine noise in the distance made us worry that a tilib was coming closer probably carrying many armed soldiers.,"a large, heavy-duty vehicle that is used to transport a large number "
1081,tagend,having colors or tones that shade into each other,the hairstylist’s client wants tagend locks that fade from dark to blond tones.,"although most of the candles were only one color, a few were tagend pieces that had several shades. ",containing a number of shades
1082,scatis,waiflike or fragile,"due to her scatis frame, many soccer players were afraid that their teammate would get injured easily if their opponent ran into her.","even though she was speaking at a regular volume, people were straining to listen to what the child was saying because of her scatis voice.","a strong, strong voice"
1083,tinest,to deliver a decree or confirm a person into a religious ministry,"if the church decides to tinest the convicted rapist as a deacon, many people will leave the congregation.",john knows the ministry will never tinest him as a priest because of his checkered past.,to take over or replace someone with another person
1084,tosto,empty; without life,"since the anchor stores closed, the shopping center has become a tosto wasteland.",the farmer hopes the fertilizer will moisturize the soil in the tosto field so he can grow crops.,a place where crops are grown
1085,spirry,the taking of another’s property by force,"to prevent spirry during the war, many people hid their most valuable possessions.",the school bully engages in spirry when he takes lunches from smaller students.,the act of stealing or stealing from someone else
1086,hetom,an organism that must feed on other organisms in order to grow and survive,a carnivore is classified as a hetom because it must feed on other living things in order to grow and survive.,"a herbivore is considered a hetom because it must feed on other living things, plants, in order to survive.",a person who feeds on living things to survive
1087,mulne,a period of time that is yet to come,our mulne vacation is planned for may of next year.,"with a mulne date set, the couple began to plan their wedding.",planned for the year of the year
1088,exple,to relieve or ease unpleasant feelings,darren tried to exple his wife’s fear of flying by buying her a drink and holding her hand during takeoff.,mother theresa believed we could exple the suffering of the poor by helping those in need.,to reduce or reduce
1089,pokery,to become interested in something,"denise wanted to pokery playing the piano, but she couldn’t find anyone to teach her how to play.","because he has decided to pokery tennis, freddie will need to buy a racket.",to play or play
1090,olant,bitter or resentful,olant glances were exchanged between the two social adversaries at the fundraising gala.,the lovers’ feelings quickly went from devoted to olant as their relationship went from good to bad.,a relationship that is a result of a relationship that is a r
1091,squar,previously mentioned,"after pleading my case to my mom, i went to my dad and repeated the squar points in hopes that he would let me go to the mall.","summarizing my previous memo, the squar accusations are enough to determine that we need a special officer hearing.",a statement that is repeated in a squarry manner
1092,biate,an activity or craft that requires with the hands,"shoemaking was once a biate, respected in the days when shoemakers formed boots by hand.","the biate worker sat at her standing, weaving wicker baskets to sell to market visitors.",a person who is a person who is a person who is a p
1093,opily,the amount of money expected as payment for something,"the opily of a new video game in the united states is almost always sixty dollars, though the cost will depreciate in time.",the opily of my friendship is little more than the kindness of someone who wishes to be my friend in the first place.,the value or value of something
1094,ablegan,"internal organs, specifically the body’s intestines",the ablegan are where the body makes its last attempt to gain any nutrients from food before pushing the remainder out of the body.,"part of the ablegan, the large intestine is responsible for absorbing water and hydrating the body.",a small intestine that is used to absorb water
1095,appal,a small interfering gap,light peered through the appal of the deck where the two boards did not completely meet together.,"after the knife wound, there was an appal of the lung which had punctured completely through the lung so blood seeped out.",a slender part of the lung that is a part of the 
1096,tetic,appearing as such but not necessarily so,"your tetic prank has done a lot of damage, and now you must face the consequences of your actions.","while jerry is the tetic author of this amendment, there is some question of who actually deserves credit for the idea. ",a prank or a prank
1097,sturic,worried or disturbed by something,my coworker’s remarks about my figure sturic me so i started to avoid him.,"when the host at the party made the racist comments, i was sturic and left the event quickly.",a person who is not a racist
1098,crosis,at risk of loss or harm,"if you do not take your medicine, you will put your health in crosis.",do you not care that you are placing your home in crosis by making it a part of your gambling wager?,a place where you are placed
1099,throm,happening in the air,an throm view of the city showed just how cluttered and crowded the metropolitan area looks from above.,"lost in an throm expedition, amelia earhart’s plane was never recovered.",a view of a city
1100,elify,accepted as true and correct until proven otherwise,"in court, the story of the plaintiff is elify, and they are innocent until they are actually proven guilty.","a gullible person may accept the story of someone else as elify, believing it to be true without evidence.",a false statement that is not true
1101,ating,"a small, enclosed compartment used to store things",the student put her jacket and lunchbox into a small ating inside her classroom.,leslie has a secret ating inside her closet in which she stashes snacks and other items she doesn’t want her husband to find.,a secret storing compartment that is used to store items
1102,terva,"becoming weaker, slower, or less effective",the man’s terva business is now on the verge of closing its doors forever.,"because few people are coming to the movie theater, the cinema is looking for ways to boost its terva sales.",relating to a particular area
1103,emase,to indulge with affection and attention,the gentleman would emase his wife with a shoulder massage on a consistent basis.,"to unwind from everyday stress, be sure to take the time treat and emase yourself regularly.",to treat or treat someone with a regular basis
1104,unceping,holy communion as administered by a Catholic priest to a person dying or in danger of death,"while on his deathbed, the man’s only wish was to have unceping given by a priest experienced in giving holy communion.","the woman died shortly after receiving unceping, also known as holy communion.",communion that is a holy communion
1105,phify,a lightweight umbrella used to block the sun,"hiding from the kentucky derby heat, the toffee-nosed lady shaded herself with a phify.",a light green phify shaded the woman’s pale face from the noon day sun.,a light green shade
1106,crabler,possibility or good chance of something happening or being,"when the wind began to blow harder and the sky darkened, the crabler of a storm approaching was relatively great.","since there was a strong crabler of tony failing his algebra class, tony asked the teacher for a lot of extra credit.",a strong feeling of a feeling of a feeling of a fee
1107,drard,causing emotional or mental tension or stress,the woman’s drard job caused her many nights of restless sleep and emotional distress.,"though sitting in traffic can be drard, it is better than being part of the ten-car pileup.",a stressful and stressful situation
1108,unceous,a cold and unfriendly attitude,"old man george is always unceous, treating everyone around him with disdain and a general crotchety attitude.","the heart of a woman scorned is unceous, and she’ll be very irritable with you until you apologize and make it up to her.",irritable; irritable
1109,laesm,taking place at an unsuitable time,the president's laesm death has thrown the country into chaos.,an laesm frost in mid-april damaged the delicate blossoms.,causing chaos
1110,acilis,extending or crossing a continent,the first acilis telegraph connected an existing network in the east of the u.s. to a smaller network in california.,"acilis flights take place every day, taking passengers from eastern asia to countries in west asia.",a telegraph connected to a network in the east o
1111,micalle,one who steals compulsively,the micalle struggled to stop stealing.,therapy can help a micalle control their urge to shoplift.,a person who is unable to control a situation
1112,merve,mute; silent,"staying merve for the time being, the man thought it best he not discuss his plans with anyone else.",the sneaky teenager stayed merve as she tiptoed into the house past curfew.,a little sluggish
1113,terbon,minor fight or argument,the old couple was known to terbon about even the most trivial things.,you must not terbon about such simple things as who gets to sit in the front seat of the car.,to talk about something or something
1114,fingly,badly behaved; naughty,garry’s dog is very fingly so don’t be thrown off by its cute smile.,everything was going well until our fingly 6-year-old decided to stick his hand into the living room fan.,cute; cute
1115,nicic,to know and communicate solely with one language,"living in a nicic country, sarah was limited with collaborating with people from other countries since she only spoke english.","in order to show acceptance for her spanish-speaking students in her nicic american classroom, ms. cartwright began to read spanish stories.",relating to a particular language
1116,nolint,becomes a polymer when two similar molecules are joined,"in order to study your dna, each nolint had to come together to form a nucleotide in the double helix structure of your dna.","to make the triglycerides, one nolint of glycerol and another of the fatty acids combined to store the fat your body doesn’t need.",a group of two or more fatty acids that are combined to for
1117,lentic,the use of insults and accusations as a way of tarnishing someone’s reputation,"because of their constant lentic, both political candidates were known as slanderers.","after their divorce, the feuding celebrities continued their lentic and threw insults in every interview.",a slandering and slandering attitude
1118,oporm,sincerely begged ,the little boy oporm his kidnapper to let him go.,"when beth could not pay her utility bill in full, she oporm the company to allow her to set up a payment plan.",to allow someone to do something
1119,juggy,to control or regulate,"several chemicals coming from the brain juggy appetite, controlling when the body feels hungry.",the ac unit dial failed to juggy the air conditioning system and left our house a sweltering inferno.,to control or control
1120,ophal,the longest part of the large intestine that connects to the rectum,the patient learned that ophal cancer had taken over her large intestine and that the organ wasn’t working properly.,"because his large intestine is backed up, jessie has to drink a ophal cleanser to clean out his system.",the organ of a large intestine
1121,arcor,a finger on a hand,"if someone was stealing, barbaric tribes resorted to only cutting off their arcor instead of their whole hand.",the kindergartner was born with an extra arcor which made it helpful for him to count to eleven.,a small hand that is used to count or count someone
1122,ficen,excessive,an ficen amount of compliments was dished out towards the employer so that it seemed like the employee was simply trying to get a raise instead of speaking honestly.,"ever since frederick went to the casino in las vegas, he began an ficen gambling hobby and can always be seen there.",a large amount
1123,uncyar,the total needed or spent ,my travel uncyarleft my bank account depleted.,"if the city wants to renovate the old park, it will need to come up with funds for the expenditure.",to be able to be refunded
1124,culow,in group agreement; working as a team,a culow effort from community residents led to the formation of an effective neighborhood watch.,"without culow determination from lawmakers, the bill will never become a law.",a lack of action or determination
1125,trical,the most unpleasant part of something,"as the task manager, my husband will bear the trical of the client’s anger when the project is not finished on time.",the children bear the trical of the emotional trauma when parents divorce.,the act of expressing anger or anger
1126,moeth,to kill or wound something with a bullet or an arrow,the hunter aimed his bow at the unsuspecting deer and prepared to kill it with his arrow.,"although the officer tried to moeth the suspect with his gun, the criminal was unharmed by the bullet and was able to escape.",to kill someone with a gun
1127,facket,a reddish-orange sweet fruit that is similar to a plum,"after pulling a facket off the tree, the young girl took a bite into the juicy rosy produce tasting its sugary flesh.","at first i grabbed the tomato thinking it was the facket, but thankfully i noticed the color was too blood red to be the sweet produce.","a sweet, sweet, and sweet produce"
1128,acepid,an opening announcement used to describe what is about to be read or said,the acepid of the international health organization summarizes the group’s purpose.,"at the start, the article’s acepid informs readers about the topics the author will discuss during his interview.",the information that is written in a document
1129,uncet,to stop caring and leave or to desert,"since the young girl was unable to care for the newborn, she decided to uncet the child at a fire station.",carl rarely commits to anything so everyone expects him to uncet his fiancée at the altar.,to leave a person or thing in a solitary place
1130,misor,made less responsive or less sensitive,children can become misor to aggression when they play violent videogames.,"because tom and helen use a lot of profanity at home, their children have become misor to swearing.",to become prone to aggression
1131,anicor,to harm or injure,the would-be killer attempted to stab his ex-wife but got away before he could anicor her.,"spreading rumors to anicor his opponent’s reputation, the candidate tried his best to hurt the campaign.",to gain or gain something
1132,mansy,"to give away authority to a government, group, or person","when matt became terminally ill, he had no choice but to mansy control of his company to his daughter.",dan was happy his mother had no plans to mansy her maternal duties because he hated doing laundry.,to give or give something
1133,ormus,"a false or distorted representation of something, usually of something serious",it would be a ormus of justice to put an innocent man in jail.,allowing students to cheat on tests is a ormus of education.,a matter of a person’s rights
1134,dection,perfect; model,the dection environment for the polar bear is somewhere with cold temperatures and plentiful amounts of ice.,"although the campsite was not dection, the hikers were able to make it work for the night.",not able to be accessed
1135,autol,free of blame or innocent of wrongdoing,many autol individuals have been wrongly imprisoned or punished due to an improper trial or coincidental evidence.,"even though he was autol, the older brother told his parents that he was the one who broke the lamp so his little sister wouldn’t get in trouble.",a person who is not able to be seen as a person wh
1136,epind,sediment that is made up of particles smaller than silt,"in art class, we had to make a sculpture out of epind and then heat it in the kiln so it would harden into a solid piece.","if there is a lot of rain in a place full of dirt, the dirt will feel like epind afterwards, though on a technicality it is nothing more than wet dirt.",a piece of dirt that is a bit of dirt
1137,allis,a raised place or bubble on the skin or the surface of an object,"after walking in uncomfortable shoes all day, tia felt a small allis rising up on her foot.",a allis appeared on the surfer’s nose after a day spent in the sweltering sun.,a small swollen lump
1138,ption,caused by outside factors,the doctor determined that the woman’s depression was ption and stemmed from weather changes and other outside factors.,"some of the company’s layoffs were caused by in-house problems, while many of them were due to ption factors that could not be predicted.",relating to a person’s mental health
1139,heorm,tattered and worn,"an old, heorm flag showed its tattered stripes as it ripped back and forth in the wind.",the pioneers’ heorm clothing showed wear from the grueling trip west.,"wearing a tattered, tattered, or tatte"
1140,apper,to freely give something as a gift,mr. markham’s apper of such high dowries to his 10 daughters was a surprise to everyone because for years they believed him penniless.,"the apper of food, shelter, and clothing to the homeless took place everyday sunday at the local church.",the act of giving something to someone
1141,vedly,to hit or strike something sharply,the runner threatened to vedly the growling dog with a stick when it came up to him on the trail.,"any time i see a fly in my kitchen, i try to vedly it with my flyswatter.",to swoop something with a stick
1142,stler,to create a barrier around or from something,"since children could get injured on playgrounds, it is essential to stler off a playground so they don’t have access to it through the fence.",ushers will stler off the first three rows in the theater so that the customers will realize that the rope means no one should sit there.,to swoop or swoop
1143,urnic,even so or nevertheless,"even though the donation was small, it was, urnic, a contribution for a worthy cause.","today’s sales may not be great, but urnic, they are better than yesterday’s tally.",a small amount
1144,uncysic,to make essential as a result of something,the heavy rain will uncysic the use of an umbrella.,"since returning the item would uncysic a trip to the post office, i will keep the product and use it as a christmas gift.",to make something more pleasant
1145,centery,to become or make something ripe,"even though fruit will grow on a tree long before it is ready to eat, you must wait for it to centery before it can be picked and consumed.","if you want to somewhat accelerate the growth process of fruit, you can have it centery a little faster by storing them at room temperature for a few days.",to grow rapidly
1146,hionic,the end or final point of something,the city is the hionic for many different flights throughout the united states.,"the river hionic is positioned close to the park, causing flooding from time to time.",a place where people travel or travel
1147,zinth,totally fixated on something or someone in a way that is unhealthy,"because of his zinth disorder, the patient focuses on washing his hands most of the day.","the zinth husband is so fixated on how his wife spends her day, he is often late for work.",having a disorder that affects the health of people
1148,actom,to argue about inconsequential or unimportant things,"young children are more likely to actom about things that really don’t matter, such as who gets to play with a certain toy or who gets to ride in the front seat of the car.","even adults are prone to actom about petty things, especially over the internet where there is no one to truly reprimand them for it.",to complain about something that really doesn’t matter
1149,pasis,to make one’s self obliged to do something or bound to a promise,the man regretted his decision to pasis himself to marriage and wished he had never taken his vows.,"if i want to pass my next exam, i will need to pasis myself to studying every day.",to commit to something
1150,opente,related to or using conjunctions,"because we like to get our point across as quickly as possible, we often use opente words like ‘can’t’ to speak faster.","we used to say ‘will not’ and ‘should not’, but today we have shortened those to the opente terms ‘won’t’ and ‘shouldn’t.",a term that is used to describe a word that is shortened 
1151,bollac,a form or version of something that differs in some respect from other forms of the same thing or from a standard,a bollac form of the virus made traditional methods of treatment ineffective.,scientists performed the experiment over a hundred times and each time there was a single bollac in their results that disproved their theory.,a sluggish or sluggish form of a v
